Brainerd Lakes Regional Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,183.0405463
Bert Mooney Airport,Salt Lake City International Airport,575.5227065
Baton Rouge Metropolitan Airport,Hartsfield Jackson Atlanta International Airport,721.6240426
Burlington International Airport,Hartsfield Jackson Atlanta International Airport,1545.875951
Burlington International Airport,Hartsfield Jackson Atlanta International Airport,1545.875951
Burlington International Airport,Detroit Metropolitan Wayne County Airport,863.6701855
Burlington International Airport,Detroit Metropolitan Wayne County Airport,863.6701855
Burlington International Airport,La Guardia Airport,414.6426846
Burlington International Airport,La Guardia Airport,414.6426846
Buffalo Niagara International Airport,Hartsfield Jackson Atlanta International Airport,1145.964503
Buffalo Niagara International Airport,Detroit Metropolitan Wayne County Airport,387.8655573
Buffalo Niagara International Airport,John F Kennedy International Airport,484.4547796
Buffalo Niagara International Airport,La Guardia Airport,469.515828
Buffalo Niagara International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,1182.030757
Bob Hope Airport,Salt Lake City International Airport,922.9864332
Baltimore/Washington International Thurgood Marshall Airport,Hartsfield Jackson Atlanta International Airport,927.8876018
Baltimore/Washington International Thurgood Marshall Airport,Cincinnati Northern Kentucky International Airport,691.791952
Baltimore/Washington International Thurgood Marshall Airport,Detroit Metropolitan Wayne County Airport,657.7399969
Baltimore/Washington International Thurgood Marshall Airport,John F Kennedy International Airport,295.7450215
Baltimore/Washington International Thurgood Marshall Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,1506.580028
Baltimore/Washington International Thurgood Marshall Airport,Raleigh Durham International Airport,411.1315586
Baltimore/Washington International Thurgood Marshall Airport,Salt Lake City International Airport,3000.951267
Gallatin Field,Minneapolis-St Paul International/Wold-Chamberlain Airport,1406.239417
Gallatin Field,Salt Lake City International Airport,558.3014347
Columbia Metropolitan Airport,Hartsfield Jackson Atlanta International Airport,308.2353922
Columbia Metropolitan Airport,Hartsfield Jackson Atlanta International Airport,308.2353922
Columbia Metropolitan Airport,Detroit Metropolitan Wayne County Airport,938.9380707
Columbia Metropolitan Airport,Detroit Metropolitan Wayne County Airport,938.9380707
Columbia Metropolitan Airport,La Guardia Airport,993.3071524
Columbia Metropolitan Airport,La Guardia Airport,993.3071524
Akron Canton Regional Airport,Hartsfield Jackson Atlanta International Airport,850.0298549
Akron Canton Regional Airport,Detroit Metropolitan Wayne County Airport,214.7985138
Cedar City Regional Airport,Salt Lake City International Airport,356.1530502
Lovell Field,Hartsfield Jackson Atlanta International Airport,170.775357
Lovell Field,Detroit Metropolitan Wayne County Airport,812.7902786
Charlottesville Albemarle Airport,Hartsfield Jackson Atlanta International Airport,734.9228959
Charlottesville Albemarle Airport,La Guardia Airport,491.0193045
Charleston Air Force Base-International Airport,Hartsfield Jackson Atlanta International Airport,416.8733431
Charleston Air Force Base-International Airport,Hartsfield Jackson Atlanta International Airport,416.8733431
Charleston Air Force Base-International Airport,General Edward Lawrence Logan International Airport,1317.311823
Charleston Air Force Base-International Airport,General Edward Lawrence Logan International Airport,1317.311823
Charleston Air Force Base-International Airport,Detroit Metropolitan Wayne County Airport,1074.125981
Charleston Air Force Base-International Airport,Detroit Metropolitan Wayne County Airport,1074.125981
Charleston Air Force Base-International Airport,John F Kennedy International Airport,1024.273537
Charleston Air Force Base-International Airport,John F Kennedy International Airport,1024.273537
Charleston Air Force Base-International Airport,La Guardia Airport,1032.3556
Charleston Air Force Base-International Airport,La Guardia Airport,1032.3556
The Eastern Iowa Airport,Hartsfield Jackson Atlanta International Airport,1117.000981
The Eastern Iowa Airport,Detroit Metropolitan Wayne County Airport,692.5687597
The Eastern Iowa Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,354.7786772
Chippewa County International Airport,Detroit Metropolitan Wayne County Airport,457.539128
Cleveland Hopkins International Airport,Hartsfield Jackson Atlanta International Airport,892.3961262
Cleveland Hopkins International Airport,Hartsfield Jackson Atlanta International Airport,892.3961262
Cleveland Hopkins International Airport,Detroit Metropolitan Wayne County Airport,153.3556269
Cleveland Hopkins International Airport,Detroit Metropolitan Wayne County Airport,153.3556269
Cleveland Hopkins International Airport,John F Kennedy International Airport,683.91701
Cleveland Hopkins International Airport,John F Kennedy International Airport,683.91701
Cleveland Hopkins International Airport,La Guardia Airport,673.654614
Cleveland Hopkins International Airport,La Guardia Airport,673.654614
Cleveland Hopkins International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,1001.063516
Cleveland Hopkins International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,1001.063516
Charlotte Douglas International Airport,Hartsfield Jackson Atlanta International Airport,364.9812352
Charlotte Douglas International Airport,Cincinnati Northern Kentucky International Airport,539.0179426
Charlotte Douglas International Airport,Detroit Metropolitan Wayne County Airport,804.5802587
Charlotte Douglas International Airport,John F Kennedy International Airport,870.8604938
Charlotte Douglas International Airport,La Guardia Airport,875.1960073
Charlotte Douglas International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,1496.784981
Charlotte Douglas International Airport,Salt Lake City International Airport,2779.64895
John Glenn Columbus International Airport,Hartsfield Jackson Atlanta International Airport,719.0895644
John Glenn Columbus International Airport,Hartsfield Jackson Atlanta International Airport,719.0895644
John Glenn Columbus International Airport,Hartsfield Jackson Atlanta International Airport,719.0895644
John Glenn Columbus International Airport,General Edward Lawrence Logan International Airport,1030.409796
John Glenn Columbus International Airport,General Edward Lawrence Logan International Airport,1030.409796
John Glenn Columbus International Airport,General Edward Lawrence Logan International Airport,1030.409796
John Glenn Columbus International Airport,Detroit Metropolitan Wayne County Airport,248.9576211
John Glenn Columbus International Airport,Detroit Metropolitan Wayne County Airport,248.9576211
John Glenn Columbus International Airport,Detroit Metropolitan Wayne County Airport,248.9576211
John Glenn Columbus International Airport,John F Kennedy International Airport,777.4799466
John Glenn Columbus International Airport,John F Kennedy International Airport,777.4799466
John Glenn Columbus International Airport,John F Kennedy International Airport,777.4799466
John Glenn Columbus International Airport,Los Angeles International Airport,3210.933473
John Glenn Columbus International Airport,Los Angeles International Airport,3210.933473
John Glenn Columbus International Airport,Los Angeles International Airport,3210.933473
John Glenn Columbus International Airport,La Guardia Airport,770.3439851
John Glenn Columbus International Airport,La Guardia Airport,770.3439851
John Glenn Columbus International Airport,La Guardia Airport,770.3439851
John Glenn Columbus International Airport,Orlando International Airport,1291.47461
John Glenn Columbus International Airport,Orlando International Airport,1291.47461
John Glenn Columbus International Airport,Orlando International Airport,1291.47461
John Glenn Columbus International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,1007.107259
John Glenn Columbus International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,1007.107259
John Glenn Columbus International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,1007.107259
John Glenn Columbus International Airport,Raleigh Durham International Airport,582.3784247
John Glenn Columbus International Airport,Raleigh Durham International Airport,582.3784247
John Glenn Columbus International Airport,Raleigh Durham International Airport,582.3784247
John Glenn Columbus International Airport,Southwest Florida International Airport,1496.777532
John Glenn Columbus International Airport,Southwest Florida International Airport,1496.777532
John Glenn Columbus International Airport,Southwest Florida International Airport,1496.777532
John Glenn Columbus International Airport,Tampa International Airport,1333.988589
John Glenn Columbus International Airport,Tampa International Airport,1333.988589
